ORGANIZATION,CITY,STATE,COUNTRY,AWARDS,FUNDING,YEAR
"INFORMED HORIZONS, LLC",COLLEGE PARK,GA,UNITED STATES,1,"$14,850",2009
INFOSCITEX CORPORATION,WALTHAM,MA,UNITED STATES,4,"$2,647,676",2009
"INFOTECH SOFT, INC.",MIAMI,FL,UNITED STATES,4,"$1,709,246",2009
INHIBIKASE THERAPEUTICS,SMYRNA,GA,UNITED STATES,1,"$265,846",2009
"INNEROPTIC TECHNOLOGY, INC.",CHAPEL HILL,NC,UNITED STATES,2,"$249,190",2009
INNERSEA TECHNOLOGY,BEDFORD,MA,UNITED STATES,2,"$544,074",2009
"INNFOCUS, LLC",MIAMI,FL,UNITED STATES,1,"$162,538",2009
"INNOSENSE, LLC",TORRANCE,CA,UNITED STATES,2,"$764,552",2009
"INNOVATION RESEARCH AND TRAINING, INC.",DURHAM,NC,UNITED STATES,4,"$898,343",2009
"INNOVATIVE BIOLOGICS, INC",HERNDON,VA,UNITED STATES,3,"$1,669,472",2009
"INNOVATIVE BIOTHERAPIES, INC.",ANN ARBOR,MI,UNITED STATES,2,"$803,792",2009
INNOVATIVE CHEMICAL/ENVIRONMENTAL TECH,NORWOOD,MA,UNITED STATES,1,"$123,997",2009
"INNOVATIVE ELEMENTS, LLC",CLOSTER,NJ,UNITED STATES,2,"$373,850",2009
"INNOVATIVE SURFACE TECHNOLOGIES, INC.",ST. PAUL,MN,UNITED STATES,2,"$506,679",2009
"INSECTIGEN, INC.",ATHENS,GA,UNITED STATES,1,"$140,000",2009
"INST OF ENZYMOLOGY, BIOLOGICAL RES CTR",BUDAPEST,NA,HUNGARY,2,"$101,458",2009
"INSTARECON, INC.",URBANA,IL,UNITED STATES,2,"$714,017",2009
INSTITUT PASTEUR DE TUNIS,TUNIS,NA,TUNISIA,1,"$502,715",2009
INSTITUT/GENETIQUE/BIOLOGIE MOLEC/CELL,ILLKIRCH,NA,FRANCE,1,"$111,998",2009
INSTITUTE FOR BASIC RES IN DEV DISABIL,STATEN ISLAND,NY,UNITED STATES,7,"$3,370,195",2009
INSTITUTE FOR CANCER RESEARCH,PHILADELPHIA,PA,UNITED STATES,36,"$15,060,653",2009
INSTITUTE FOR COMMUNITY RESEARCH,HARTFORD,CT,UNITED STATES,5,"$2,053,849",2009
INSTITUTE FOR GENOMIC RESEARCH,ROCKVILLE,MD,UNITED STATES,1,"$14,495,148",2009
INSTITUTE FOR HEPATITIS & VIRUS RESEARCH,DOYLESTOWN,PA,UNITED STATES,1,"$184,767",2009
INSTITUTE FOR MOLECULAR MEDICINE,HUNTINGTON BEACH,CA,UNITED STATES,1,"$481,306",2009
INSTITUTE FOR NEURODEGENERATIVE DISORDRS,NEW HAVEN,CT,UNITED STATES,1,"$23,345",2009
INSTITUTE FOR SYSTEMS BIOLOGY,SEATTLE,WA,UNITED STATES,14,"$8,872,092",2009
INSTITUTE FOR TRANSFUSION MEDICINE,PITTSBURGH,PA,UNITED STATES,1,"$170,490",2009
INSTITUTE FOR URBAN FAMILY HEALTH,NEW YORK,NY,UNITED STATES,1,"$624,928",2009
INSTITUTE OF CRITICAL CARE MEDICINE,RANCHO MIRAGE,CA,UNITED STATES,1,"$10,000",2009
INSTITUTE OF CYTOLOGY AND GENETICS,NOVOSIBIRSK,NA,RUSSIA,1,"$32,485",2009
INSTITUTE OF MATERIA MEDICA,BEIJING,NA,CHINA,1,"$342,664",2009
INSTITUTE OF MOLECULAR /CELLULAR BIOLOGY,ROSARIO,NA,ARGENTINA,1,"$31,538",2009
INSTITUTE OF NEUROPHYSIOLOGY-CNR,PISA,NA,ITALY,1,"$104,868",2009
INSTITUTE OF PRIMATE RESEARCH,NAIROBI,NA,KENYA,1,"$81,000",2009
INSTITUTE OF PSYCHIATRY & NEURLGY/WARSAW,"WARSZAWA,",NA,POLAND,1,"$51,202",2009
INSTITUTE OF PSYCHOLOGY,BEIJING,NA,CHINA,1,"$33,502",2009
INSTITUTE OF RESEARCH AND DEVELOPMENT,PARIS,NA,FRANCE,1,"$1,035,825",2009
INSTITUTO INVEST MEDI MERCEDES/FERREYRA,CORDOBA,NA,ARGENTINA,1,"$50,760",2009
INSTITUTO DE INVESTIGACIONES BIOLOGICAS,MONTEVIDEO,NA,URUGUAY,1,"$70,786",2009
INSTITUTO DERMATOLOGICO CIRUGIA DE PIEL,SANTO DOMINGO,NA,DOMINICAN REP,1,"$266,008",2009
INTEGRAL MOLECULAR,PHILADELPHIA,PA,UNITED STATES,2,"$2,428,773",2009
INTEGRAL MOLECULAR,PHILADELPHIA,PA,UNITED STATES,5,"$2,509,542",2009
"INTEGRATECH PROTEOMICS, INC.",SALT LAKE CITY,UT,UNITED STATES,1,"$299,294",2009
"INTEGRATED BIOTHERAPEUTICS, INC.",Germantown,MD,UNITED STATES,1,"$6,180,074",2009
"INTEGRATED BIOTHERAPEUTICS, INC.",Germantown,MD,UNITED STATES,1,"$1,031,598",2009
"INTEGRATED LABORATORY SYSTEMS, INC.",RESEARCH TRIANGLE PARK,NC,UNITED STATES,4,"$6,043,575",2009
"INTEGRATED MOLECULAR SENORS, INC.",COEURDALENE,ID,UNITED STATES,1,"$194,286",2009
"INTEGRATED ONCOLOGY SOLUTIONS, INC.",RESEARCH TRIANGLE PARK,NC,UNITED STATES,2,"$445,960",2009
"INTELLIGENT BIO-SYSTEMS, INC.",Waltham,MA,UNITED STATES,2,"$1,185,172",2009
INTELLIGENT HEARING SYSTEMS,MIAMI,FL,UNITED STATES,1,"$350,146",2009
"INTELLIGENT OPTICAL SYSTEMS, INC.",TORRANCE,CA,UNITED STATES,2,"$1,022,297",2009
"INTELLIGENT SUBSTRATES, INC",Baltimore,MD,UNITED STATES,1,"$194,055",2009
"INTER TRIBAL COUNCIL OF ARIZONA, INC.",PHOENIX,AZ,UNITED STATES,1,"$776,248",2009
"INTERACTIVE DRAMA, INC.",BETHESDA,MD,UNITED STATES,1,"$407,833",2009
INTERACTIVE MEDIA INSTITUTE,SAN DIEGO,CA,UNITED STATES,1,"$24,992",2009
"INTERIORSOFT, LLC",CORALVILLE,IA,UNITED STATES,1,"$140,000",2009
INTERNATION ASSN/ENVIR/MUTAGEN SOCIETIES,RESTON,VA,UNITED STATES,1,"$10,000",2009
INTERNATIONAL AGENCY FOR RES ON CANCER,LYON,NA,FRANCE,4,"$1,764,272",2009
INTERNATIONAL AIDS VACCINE INITIATIVE,NEW YORK,NY,UNITED STATES,1,"$354,595",2009
INTERNATIONAL ASSOCIATION FIRE FIGHTERS,WASHINGTON,DC,UNITED STATES,2,"$1,665,870",2009
INTERNATIONAL BROTHERHOOD OF TEAMSTERS,WASHINGTON,DC,UNITED STATES,2,"$2,630,575",2009
INTERNATIONAL CANNABINOID RES SOCIETY,BURLINGTON,VT,UNITED STATES,1,"$30,000",2009
INTERNATIONAL CHEMICAL WORKERS UNION,AKRON,OH,UNITED STATES,2,"$3,177,949",2009
INTERNATIONAL CTR/DIARRHOEAL DIS RES,DHAKA,NA,NA,1,"$1,323,943",2009
INTERNATIONAL CTR/GENETIC/ENG/BIOTECH,NEW DELHI,NA,INDIA,1,"$79,462",2009
INTERNATIONAL MAMMALIAN GENOME SOCIETY,OAK RIDGE,TN,UNITED STATES,1,"$54,222",2009
INTERNATIONAL MOSAIC DOWN SYNDROME ASSN,FRANKLIN,TX,UNITED STATES,1,"$6,000",2009
"INTERNATIONAL SEVERITY INFO SYSTEMS,INC.",SALT LAKE CITY,UT,UNITED STATES,1,"$654,805",2009
INTERNATIONAL SOCIETY/ EXPOSURE ANALYSIS,BOSTON,MA,UNITED STATES,1,"$11,000",2009
INTERNATIONAL SOCIETY/CELLULAR THERAPY,VANCOUVER,BC,CANADA,1,"$8,000",2009
INTERNATIONAL SOCIETY/EXPER HEMATOLOGY,Chicago,IL,UNITED STATES,1,"$27,000",2009
INTERNATIONAL SOCIETY/QUALITY/LIFE RES,MC LEAN,VA,UNITED STATES,1,"$40,200",2009
"INTERNATIONAL UNION, UAW OF AMER AFL-CIO",DETROIT,MI,UNITED STATES,1,"$756,304",2009
INTERNATIONL BEHAVIORAL NEUROSCIENCE SOC,SAN ANTONIO,TX,UNITED STATES,1,"$26,217",2009
"INTERNET SOLUTIONS FOR KIDS, INC.",SANTA ANA,CA,UNITED STATES,3,"$1,009,848",2009
"INTERNTL NARCOTICS RESEARCH CONF, INC.",PITTSFORD,NY,UNITED STATES,1,"$60,000",2009
"INTERSCIENCE, INC.",TROY,NY,UNITED STATES,3,"$772,803",2009
"INTERVEXION THERAPEUTICS, LLC",LITTLE ROCK,AR,UNITED STATES,0,"$131,828",2009
"INTRA MEDICAL IMAGING, LLC",LOS ANGELES,CA,UNITED STATES,2,"$426,082",2009
"INTRA-CELLULAR THERAPIES, INC.",NEW YORK,NY,UNITED STATES,1,"$964,465",2009
"INTRINSIC BIOPROBES, INC.",TEMPE,AZ,UNITED STATES,2,"$1,132,163",2009
"INTRINSIC BIOPROBES, INC.",TEMPE,AZ,UNITED STATES,3,"$843,432",2009
"INTRINSIC LIFESCIENCES, LLC",La Jolla,CA,UNITED STATES,1,"$356,360",2009
"INVENTIVE SOFTWARE SOLUTIONS, INC",ARDMORE,PA,UNITED STATES,1,"$146,963",2009
"INVENTOX, LLC",WYNNEWOOD,PA,UNITED STATES,1,"$149,800",2009
INVESTIGACIONES MEDICAS EN SALUD,LIMA,NA,PERU,1,"$24,840",2009
"INVESTIGEN, INC.",HERCULES,CA,UNITED STATES,2,"$428,054",2009
"INVIRAGEN, INC.",FORT COLLINS,CO,UNITED STATES,4,"$1,969,220",2009
"INVIVO SCIENCES, LLC.",MCFARLAND,WI,UNITED STATES,1,"$582,808",2009
"INVOTEK, INC.",ALMA,AR,UNITED STATES,4,"$608,054",2009
"INXSOL, LLC",PHOENIX,AZ,UNITED STATES,1,"$198,046",2009
"IO BIOSYSTEMS, INC.",BETHESDA,MD,UNITED STATES,1,"$200,001",2009
"IOGENETICS, LLC",MADISON,WI,UNITED STATES,1,"$997,510",2009
"ION TORRENT SYSTEMS, INC.",GUILFORD,CT,UNITED STATES,1,"$1,128,730",2009
"IONWERKS, INC.",HOUSTON,TX,UNITED STATES,1,"$749,669",2009
"IONWERKS, INC.",HOUSTON,TX,UNITED STATES,1,"$192,665",2009
"IOWA CANCER RESEARCH FOUNDATION, INC.",URBANDALE,IA,UNITED STATES,1,"$240,544",2009
IOWA ONCOLOGY RESEARCH ASSOCIATION,DES MOINES,IA,UNITED STATES,1,"$865,544",2009
IOWA STATE UNIVERSITY,AMES,IA,UNITED STATES,45,"$16,751,056",2009
IQ SOLUTIONS,ROCKVILLE,MD,UNITED STATES,4,"$8,250,367",2009
"IQUUM, INC.",MARLBOROUGH,MA,UNITED STATES,5,"$3,383,814",2009
"IRIS MEDIA, INC.",EUGENE,OR,UNITED STATES,3,"$1,428,418",2009
"ISA ASSOCIATES, INC.",ALEXANDRIA,VA,UNITED STATES,2,"$807,738",2009
"ISA ASSOCIATES, INC.",ALEXANDRIA,VA,UNITED STATES,1,"$102,203",2009
"ISIS PHARMACEUTICALS, INC.",CARLSBAD,CA,UNITED STATES,1,"$621,848",2009
"ISIS PHARMACEUTICALS, INC.",CARLSBAD,CA,UNITED STATES,1,"$463,365",2009
"ISOGENIS, INC.",Aurora,CO,UNITED STATES,1,"$186,145",2009
"ISOSCIENCES, LLC",KING OF PRUSSIA,PA,UNITED STATES,1,"$709,997",2009
"ISS, INC.",CHAMPAIGN,IL,UNITED STATES,2,"$794,573",2009
"ITHERX PHARMACEUTICALS, INC.",SAN DIEGO,CA,UNITED STATES,1,"$153,155",2009
"ITN ENERGY SYSTEMS, INC.",LITTLETON,CO,UNITED STATES,1,"$465,598",2009
IUOE NATIONAL TRAINING FUND,WASHINGTON,DC,UNITED STATES,2,"$2,770,868",2009
IUP RESEARCH INSTITUTE,INDIANA,PA,UNITED STATES,1,"$192,601",2009
"IVDIAGNOSTICS, LLC",WEST LAFAYETTE,IN,UNITED STATES,1,"$124,466",2009
"IVISIT, LLC",SANTA MONICA,CA,UNITED STATES,1,"$412,283",2009
"J. CRAIG VENTER INSTITUTE, INC.",ROCKVILLE,MD,UNITED STATES,3,"$14,854,113",2009
"J. CRAIG VENTER INSTITUTE, INC.",ROCKVILLE,MD,UNITED STATES,5,"$2,399,043",2009
J. DAVID GLADSTONE INSTITUTES,SAN FRANCISCO,CA,UNITED STATES,44,"$32,919,298",2009
JACKSON LABORATORY,BAR HARBOR,ME,UNITED STATES,3,"$1,692,467",2009
JACKSON LABORATORY,BAR HARBOR,ME,UNITED STATES,78,"$45,380,612",2009
JACKSON MEDICAL MALL FOUNDATION,JACKSON,MS,UNITED STATES,1,"$30,000",2009
JACKSON STATE UNIVERSITY,JACKSON,MS,UNITED STATES,7,"$3,037,662",2009
JACKSON STATE UNIVERSITY,JACKSON,MS,UNITED STATES,1,"$4,055,231",2009
"JAEB CENTER FOR HEALTH RESEARCH, INC.",TAMPA,FL,UNITED STATES,6,"$12,888,545",2009
JAMAICA MINISTRY OF HEALTH,KINGSTON,NA,JAMAICA,1,"$324,000",2009
JAMES COOK UNIVERSITY OF NO QUEENSLAND,TOWNSVILLE,NA,AUSTRALIA,1,"$256,009",2009
JAMES MADISON UNIVERSITY,HARRISONBURG,VA,UNITED STATES,0,"$6,432",2009
"JAPAN PUBLICATIONS TRADING COMPANY, LTD",TOKYO,NA,NA,1,"$3,473",2009
"JARVIK HEART, INC.",NEW YORK,NY,UNITED STATES,1,"$430,329",2009
"JBSL-USA, INC.",WALNUT CREEK,CA,UNITED STATES,1,"$3,455,256",2009
JEFFERSON STATE COMMUNITY COLLEGE,BIRMINGHAM,AL,UNITED STATES,1,"$547,471",2009
JEWISH HOME AND HOSPITAL LIFECARE SYSTEM,NEW YORK,NY,UNITED STATES,1,"$269,226",2009
JEWISH HOME OF SAN FRANCISCO,SAN FRANCISCO,CA,UNITED STATES,1,"$365,962",2009
JFK MEDICAL CENTER,EDISON,NJ,UNITED STATES,1,"$164,156",2009
"JGPERPICH, LLC",BETHESDA,MD,UNITED STATES,2,"$678,458",2009
JMML FOUNDATION,SAN DIEGO,CA,UNITED STATES,1,"$5,000",2009
"JOHN B. PIERCE LABORATORY, INC.",NEW HAVEN,CT,UNITED STATES,6,"$2,255,588",2009
JOHN JAY COLLEGE OF CRIMINAL JUSTICE,NEW YORK,NY,UNITED STATES,3,"$1,101,055",2009
JOHN WAYNE CANCER INSTITUTE,SANTA MONICA,CA,UNITED STATES,1,"$523,560",2009
JOHNS HOPKINS BAYVIEW MEDICAL CENTER,BALTIMORE,MD,UNITED STATES,2,"$4,128,673",2009
JOHNS HOPKINS UNIVERSITY,BALTIMORE,MD,UNITED STATES,1213,"$603,366,684",2009
JOHNS HOPKINS UNIVERSITY,BALTIMORE,MD,UNITED STATES,22,"$40,841,102",2009
JOHNSON C. SMITH UNIVERSITY,CHARLOTTE,NC,UNITED STATES,1,"$30,000",2009
JOINT CLINICAL RESEARCH CENTER,KAMPALA,NA,UGANDA,1,"$355,440",2009
JOSLIN DIABETES CENTER,BOSTON,MA,UNITED STATES,1,"$942,982",2009
JOSLIN DIABETES CENTER,BOSTON,MA,UNITED STATES,41,"$17,444,804",2009
JUDGE BAKER CHILDREN'S CENTER,BOSTON,MA,UNITED STATES,5,"$1,804,829",2009
JUSTICE RESOURCE INSTITUTE,BOSTON,MA,UNITED STATES,1,"$136,434",2009
"JUVARIS BIOTHERAPEUTICS, INC.",BURLINGAME,CA,UNITED STATES,1,"$1,694,391",2009
JUVENILE PROTECTIVE ASSOCIATION,CHICAGO,IL,UNITED STATES,1,"$165,000",2009
"KAI RESEARCH, INC",ROCKVILLE,MD,UNITED STATES,6,"$5,739,564",2009
KAISER FOUNDATION HOSPITALS,OAKLAND,CA,UNITED STATES,3,"$2,215,092",2009
KAISER FOUNDATION RESEARCH INSTITUTE,OAKLAND,CA,UNITED STATES,53,"$29,167,314",2009
KALAMAZOO COLLEGE,KALAMAZOO,MI,UNITED STATES,1,"$191,087",2009
KAMUZU COLLEGE OF NURSING,LILONGWE,NA,MALAWI,1,"$51,814",2009
KANSAS CITY CLINICAL ONCOLOGY PROGRAM,KANSAS CITY,MO,UNITED STATES,1,"$520,000",2009
KANSAS STATE UNIVERSITY,MANHATTAN,KS,UNITED STATES,25,"$8,769,698",2009
KAROLINSKA INSTITUTE,STOCKHOLM,NA,SWEDEN,2,"$659,128",2009
KCI LIFE SCIENCES,SOLANA BEACH,CA,UNITED STATES,1,"$147,000",2009
"KDH RESEARCH AND COMMUNICATION, INC.",ATLANTA,GA,UNITED STATES,3,"$854,828",2009
KECK GRADUATE INST OF APPLIED LIFE SCIS,CLAREMONT,CA,UNITED STATES,2,"$952,442",2009
KEELE UNIVERSITY,KEELE,NA,UNITED KINGDOM,1,"$424,969",2009
KENNESAW STATE UNIVERSITY,KENNESAW,GA,UNITED STATES,0,"$18,856",2009
KENT STATE UNIVERSITY AT KENT,KENT,OH,UNITED STATES,11,"$3,270,411",2009
KENYA MEDICAL RESEARCH INSTITUTE (KEMRI),NAIROBI,NA,KENYA,4,"$190,080",2009
"KERAMED, INC.",SAN JOSE,CA,UNITED STATES,1,"$523,993",2009
"KESSLER FOUNDATION, INC.",WEST ORANGE,NJ,UNITED STATES,3,"$1,105,996",2009
"KESTREL LABS, INC.",BOULDER,CO,UNITED STATES,0,"$79,513",2009
"KEY TECHNOLOGIES, INC.",BALTIMORE,MD,UNITED STATES,2,"$827,151",2009
"KEYSTONE NANO, INC.",State College,PA,UNITED STATES,1,"$100,000",2009
KEYSTONE SYMPOSIA,SILVERTHORNE,CO,UNITED STATES,37,"$533,200",2009
"KINEMED, INC.",EMERYVILLE,CA,UNITED STATES,1,"$554,823",2009
"KINETA, INC.",SEATTLE,WA,UNITED STATES,1,"$285,415",2009
KINEX PHARMACEUTICALS,BUFFALO,NY,UNITED STATES,1,"$628,719",2009
KING'S COLLEGE LONDON,LONDON,NA,UNITED KINGDOM,2,"$765,370",2009
KIRKWOOD COMMUNITY COLLEGE,CEDAR RAPIDS,IA,UNITED STATES,2,"$757,960",2009
"KITWARE, INC.",CLIFTON PARK,NY,UNITED STATES,2,"$322,255",2009
"KLEIN BUENDEL, INC.",GOLDEN,CO,UNITED STATES,1,"$200,000",2009
"KLEIN BUENDEL, INC.",GOLDEN,CO,UNITED STATES,6,"$2,659,599",2009
KNOX COLLEGE,GALESBURG,IL,UNITED STATES,1,"$217,594",2009
KONING CORPORATION,WEST HENRIETTA,NY,UNITED STATES,1,"$999,861",2009
KORONIS BIOMEDICAL TECHNOLOGIES CORPORAT,Maple Grove,MN,UNITED STATES,3,"$1,150,001",2009
KOVOGEN,Mystic,CT,UNITED STATES,1,"$342,107",2009
"KROLL LABORATORY SPECIALISTS, INC.",GRETNA,LA,UNITED STATES,1,"$321,375",2009
KRONOS LONGEVITY RESEARCH INSTITUTE,PHOENIX,AZ,UNITED STATES,2,"$101,685",2009
KUAKINI MEDICAL CENTER,HONOLULU,HI,UNITED STATES,2,"$2,393,161",2009
"KUMETRIX, INC.",UNION CITY,CA,UNITED STATES,1,"$600,000",2009
KUNMING MEDICAL COLLEGE,KUNMING,NA,CHINA,1,"$81,497",2009
"KYLIN THERAPEUTICS, INC.",WEST LAFAYETTE,IN,UNITED STATES,1,"$200,000",2009
"KYRON CLINICAL IMAGING, INC.",Wauwatosa,WI,UNITED STATES,1,"$594,734",2009
KYUNG HEE UNIVERSITY,SEOUL,NA,KOREA REP OF,1,"$32,000",2009
"L2 DIAGNOSTICS, LLC",NEW HAVEN,CT,UNITED STATES,4,"$2,047,738",2009
"LA FAMILIA GUIDANCE CENTER, INC.",SAINT PAUL,MN,UNITED STATES,1,"$31,650",2009
LA GUARDIA COMMUNITY COLLEGE,LONG ISLAND CITY,NY,UNITED STATES,1,"$242,803",2009
LA JOLLA BIOENGINEERING INSTITUTE,LA JOLLA,CA,UNITED STATES,8,"$2,595,379",2009
LA JOLLA INST FOR ALLERGY & IMMUNOLGY,LA JOLLA,CA,UNITED STATES,5,"$18,565,638",2009
LA JOLLA INST FOR ALLERGY & IMMUNOLGY,LA JOLLA,CA,UNITED STATES,36,"$15,547,524",2009
LA TROBE UNIVERSITY,BUNDOORA,NA,AUSTRALIA,1,"$186,033",2009
"LAB PERFORMANCE SPECIALISTS, INC.",REDMOND,WA,UNITED STATES,1,"$81,040",2009
LABORERS-AGC EDUCATION AND TRAINING FUND,POMFRET CENTER,CT,UNITED STATES,2,"$5,268,675",2009
LAFAYETTE COLLEGE,EASTON,PA,UNITED STATES,1,"$238,500",2009
"LAGET, INC.",ROCHESTER,NY,UNITED STATES,1,"$258,952",2009
LAHEY CLINIC,BURLINGTON,MA,UNITED STATES,1,"$199,950",2009
LAMAR UNIVERSITY,BEAUMONT,TX,UNITED STATES,1,"$198,000",2009
LANKENAU INSTITUTE FOR MEDICAL RESEARCH,WYNNEWOOD,PA,UNITED STATES,7,"$2,168,451",2009
LARTA INSTITUTE,LOS ANGELES,CA,UNITED STATES,2,"$965,000",2009
LATINO BEHAVIORAL HEALTH INSTITUTE,Canoga Park,CA,UNITED STATES,1,"$24,275",2009
LATINO PUBLIC RADIO,CRANSTON,RI,UNITED STATES,1,"$13,265",2009
"LAUREATE LEARNING SYSTEMS, INC.",WINOOSKI,VT,UNITED STATES,1,"$949,376",2009
LAVAL UNIVERSITY,QUEBEC,PQ,CANADA,2,"$790,347",2009
"LC SCIENCES, LLC",HOUSTON,TX,UNITED STATES,1,"$277,737",2009
"LC TECHNOLOGIES, INC.",Fairfax,VA,UNITED STATES,1,"$348,068",2009
"LEAP OF FAITH TECHNOLOGIES, INC.",CRYSTAL LAKE,IL,UNITED STATES,0,"$9,441",2009
LEHIGH UNIVERSITY,BETHLEHEM,PA,UNITED STATES,8,"$2,052,275",2009
"LEICA MICROSYSTEMS, INC.",EXTON,PA,UNITED STATES,2,"$352,967",2009
LEIDEN UNIVERSITY MEDICAL CENTER,LEIDEN,NA,NETHERLANDS,1,"$180,925",2009
LELOIR INSTITUTE,BUENOS AIRES 28,NA,ARGENTINA,1,"$77,760",2009
LEMOYNE-OWEN COLLEGE,MEMPHIS,TN,UNITED STATES,1,"$52,842",2009
LENOX LASER,GLEN ARM,MD,UNITED STATES,0,"$75,952",2009
LENTIGEN CORPORATION,Gaithersburg,MD,UNITED STATES,2,"$423,638",2009
"LEO THERAPEUTICS, LLC",MORAGA,CA,UNITED STATES,1,"$152,363",2009
"LEVITRONIX, LLC",WALTHAM,MA,UNITED STATES,3,"$2,175,680",2009
"LIBREDE, INC.",SHERMAN OAKS,CA,UNITED STATES,1,"$130,465",2009
"LICKENBROCK TECHNOLOGIES, LLC",St. Louis,MO,UNITED STATES,0,"$276,968",2009
"LIFEPHARMS, INC.",New London,CT,UNITED STATES,2,"$1,274,034",2009
"LIFESCITECH, LLC",RESEARCH TRIANGLE PARK,NC,UNITED STATES,1,"$165,736",2009
"LIFESENSORS, INC.",MALVERN,PA,UNITED STATES,1,"$149,550",2009
"LIFESENSORS, INC.",MALVERN,PA,UNITED STATES,2,"$987,792",2009
LIGHTHOUSE INTERNATIONAL,NEW YORK,NY,UNITED STATES,1,"$172,500",2009
"LIGHTNING PACKS, LLC",WAYNE,PA,UNITED STATES,1,"$125,000",2009
"LIGHTSPEED GENOMICS, INC.",SUNNYVALE,CA,UNITED STATES,1,"$243,317",2009
"LIGHTWORKS OPTICS, INC.",TUSTIN,CA,UNITED STATES,1,"$349,861",2009
LINCOLN PARK ZOOLOGICAL SOCIETY,CHICAGO,IL,UNITED STATES,1,"$85,806",2009
LINCOLN UNIVERSITY,LINCOLN UNIVERSITY,PA,UNITED STATES,3,"$1,112,846",2009
LINCOLN UNIVERSITY,JEFFERSON CITY,MO,UNITED STATES,1,"$105,803",2009
"LIPELLA PHARMACEUTICALS, INC.",PITTSBURGH,PA,UNITED STATES,3,"$631,564",2009
"LITERACY SUFFOLK, INC.",BELLPORT,NY,UNITED STATES,1,"$25,000",2009
"LITRON LABORATORIES, LTD.",ROCHESTER,NY,UNITED STATES,1,"$385,719",2009
LITTLE BIG HORN COLLEGE,CROW AGENCY,MT,UNITED STATES,1,"$469,289",2009
"LIVING SYSTEMS, INC.",BOULDER,CO,UNITED STATES,1,"$189,634",2009
LNKCHEMSOLUTIONS,LINCOLN,NE,UNITED STATES,1,"$199,997",2009
LOCHNELS,CINCINNATI,OH,UNITED STATES,0,"$26,799",2009
"LOGICAL SEMANTICS, INC.",INDIANAPOLIS,IN,UNITED STATES,1,"$422,728",2009
LOHOCLA RESEARCH CORPORATION,AURORA,CO,UNITED STATES,0,"$221,872",2009
LOMA LINDA UNIVERSITY,LOMA LINDA,CA,UNITED STATES,27,"$10,508,844",2009
LOMA LINDA VETERANS ASSN RESEARCH & EDUC,REDLANDS,CA,UNITED STATES,2,"$609,891",2009
LONG ISLAND UNIVERSITY BROOKLYN CAMPUS,BROOKLYN,NY,UNITED STATES,2,"$131,665",2009
"LOOKING GLASS ANALYTICS, INC.",OLYMPIA,WA,UNITED STATES,1,"$285,125",2009
LOS ALAMOS NAT SECTY-LOS ALAMOS NAT LAB,LOS ALAMOS,NM,UNITED STATES,18,"$12,666,950",2009
LOS AMIGOS RESEARCH/EDUCATION INSTITUTE,DOWNEY,CA,UNITED STATES,1,"$198,399",2009
LOS GATOS RESEARCH,MOUNTAIN VIEW,CA,UNITED STATES,2,"$500,554",2009
"LOUISE TIRANOFF PRODUCTIONS, LLC",NEW YORK,NY,UNITED STATES,1,"$968,717",2009
LOUISIANA STATE UNIV A&M COL BATON ROUGE,BATON ROUGE,LA,UNITED STATES,30,"$12,084,821",2009
LOUISIANA STATE UNIV AGRICULTURAL CENTER,BATON ROUGE,LA,UNITED STATES,1,"$520,343",2009
LOUISIANA STATE UNIV HSC NEW ORLEANS,NEW ORLEANS,LA,UNITED STATES,3,"$2,004,570",2009
LOUISIANA STATE UNIV HSC NEW ORLEANS,NEW ORLEANS,LA,UNITED STATES,62,"$25,250,316",2009
LOUISIANA STATE UNIV HSC SHREVEPORT,SHREVEPORT,LA,UNITED STATES,36,"$13,046,824",2009
LOUISIANA STATE UNIVERSITY,BATON ROUGE,LA,UNITED STATES,1,"$337,919",2009
LOUISIANA STATE UNIV-UNIV OF NEW ORLEANS,NEW ORLEANS,LA,UNITED STATES,3,"$658,587",2009
LOUISIANA TECH UNIVERSITY,RUSTON,LA,UNITED STATES,1,"$269,135",2009
LOVELACE BIOMEDICAL & ENVIRONMENTAL RES,ALBUQUERQUE,NM,UNITED STATES,2,"$16,002,093",2009
LOVELACE BIOMEDICAL & ENVIRONMENTAL RES,ALBUQUERQUE,NM,UNITED STATES,11,"$9,071,643",2009
LOYOLA MARYMOUNT UNIVERSITY,LOS ANGELES,CA,UNITED STATES,2,"$371,798",2009
LOYOLA UNIVERSITY CHICAGO,MAYWOOD,IL,UNITED STATES,62,"$17,075,858",2009
LOYOLA UNIVERSITY IN NEW ORLEANS,NEW ORLEANS,LA,UNITED STATES,2,"$393,478",2009
LOYOLA UNIVERSITY OF CHICAGO,CHICAGO,IL,UNITED STATES,5,"$1,208,455",2009
"LPATH THERAPEUTICS, INC.",SAN DIEGO,CA,UNITED STATES,3,"$1,292,247",2009
LSU PENNINGTON BIOMEDICAL RESEARCH CTR,BATON ROUGE,LA,UNITED STATES,39,"$15,020,168",2009
"LUCCELL, INC.",CLEVELAND HEIGHTS,OH,UNITED STATES,1,"$250,000",2009
"LUCEOME BIOTECHNOLOGIES, LLC",TUCSON,AZ,UNITED STATES,1,"$135,886",2009
LUCIGEN CORPORATION,MIDDLETON,WI,UNITED STATES,4,"$874,050",2009
